Year,Team,YrTm,Season,CY Season Rank,CY Playoff Rank,GP,W,L,OT,P,ROW,P%,Shots/GP,GF/GP,GA/GP,PP%,PK%,Shots/GP,FOW%,TOI,GF,GA,GF60,GA60,GF%,SF,SA,SF60,SA60,SF%,FF,FA,FF60,FA60,FF%,CF,CA,CF60,CA60,CF%,Sh%,Sv%,PDO,OZFO%,DZFO%,NZFO%,GF-GA,GF/W,GF/L,GA/W,GA/L,PY Playoff RNK,2PY Playoff RNK,3PY Playoff RNK,4PYPlayoff RNK
2014,Buffalo Sabres,2014Buffalo Sabres,Regular,30,30,82,21,51,10,52,14,0.317,26.3,1.83,2.96,14.4,81.4,26.3,46.8,208.0548611,149,242,1.79,2.91,38.1,2154,2813,25.9,33.8,43.4,2932,3877,35.2,46.6,43.1,3920,5115,47.1,61.5,43.4,6.92,91.4,98.3,30.7,37.8,31.6,-93,7.095238095,2.921568627,11.52380952,4.745098039,21,18,9,11
2013,Chicago Blackhawks,2013Chicago Blackhawks,Regular,1,1,48,36,7,5,77,30,0.802,31.1,3.1,2.02,16.7,87.2,31.1,50.8,122.675,149,97,3.04,1.98,60.6,1494,1257,30.4,25.6,54.3,1994,1692,40.6,34.5,54.1,2686,2344,54.7,47.8,53.4,9.97,92.28,102.3,36.1,31.1,32.8,52,4.138888889,21.28571429,2.694444444,13.85714286,12,10,1,3
2013,Pittsburgh Penguins,2013Pittsburgh Penguins,Regular,2,4,48,36,12,0,72,33,0.75,30,3.38,2.48,23.5,79.6,30,51.5,120.7666667,162,119,3.35,2.46,57.7,1438,1403,29.8,29,50.6,1985,1951,41.1,40.4,50.4,2635,2686,54.5,55.6,49.5,11.27,91.52,102.8,32.5,33.6,33.9,43,4.5,13.5,3.305555556,9.916666667,13,12,6,1
2013,Boston Bruins,2013Boston Bruins,Regular,5,2,48,28,14,6,62,24,0.646,32.4,2.65,2.21,13.9,87.1,32.4,56.4,121.7729167,126,106,2.59,2.18,54.3,1555,1374,31.9,28.2,53.1,2166,1897,44.5,38.9,53.3,2927,2546,60.1,52.3,53.5,8.1,92.29,100.4,33.1,34.3,32.5,20,4.5,9,3.785714286,7.571428571,9,1,5,6
2013,Montréal Canadiens,2013Montréal Canadiens,Regular,4,15,48,29,14,5,63,26,0.656,30.6,3.04,2.58,20.7,79.8,30.6,49.8,121.5569444,146,124,3,2.55,54.1,1468,1292,30.2,26.6,53.2,2048,1784,42.1,36.7,53.4,2809,2486,57.8,51.1,53,9.95,90.4,100.3,34.4,31.3,34.3,22,5.034482759,10.42857143,4.275862069,8.857142857,28,11,3,15
2013,New York Rangers,2013New York Rangers,Regular,12,7,48,26,18,4,56,22,0.583,30.9,2.63,2.25,15.7,81.1,30.9,50,121.9465278,126,108,2.58,2.21,53.8,1482,1353,30.4,27.7,52.3,2048,1903,42,39,51.8,2776,2676,56.9,54.9,50.9,8.5,92.02,100.5,36.4,32,31.6,18,4.846153846,7,4.153846154,6,3,15,21,10
2013,Anaheim Ducks,2013Anaheim Ducks,Regular,3,9,48,30,12,6,66,24,0.688,28.1,2.79,2.4,21.5,81.5,28.1,47.5,122.3125,134,115,2.74,2.35,53.8,1346,1339,27.5,27.4,50.1,1870,1965,38.2,40.2,48.8,2522,2741,51.5,56,47.9,9.96,91.41,101.4,32.4,34.3,33.3,19,4.466666667,11.16666667,3.833333333,9.583333333,25,13,17,5
2013,Los Angeles Kings,2013Los Angeles Kings,Regular,7,3,48,27,16,5,59,25,0.615,29.8,2.73,2.38,19.9,83.2,29.8,52,121.5479167,131,114,2.69,2.34,53.5,1431,1197,29.4,24.6,54.5,2086,1718,42.9,35.3,54.8,2796,2229,57.5,45.8,55.6,9.15,90.48,99.6,37.4,31,31.6,17,4.851851852,8.1875,4.222222222,7.125,1,14,13,25
2013,Toronto Maple Leafs,2013Toronto Maple Leafs,Regular,9,10,48,26,17,5,57,26,0.594,26.3,3.02,2.67,18.7,87.9,26.3,50.1,121.2979167,145,128,2.99,2.64,53.1,1263,1549,26,31.9,44.9,1810,2212,37.3,45.6,45,2488,3038,51.3,62.6,45,11.48,91.74,103.2,29.4,36.8,33.8,17,5.576923077,8.529411765,4.923076923,7.529411765,25,22,29,24
2013,Washington Capitals,2013Washington Capitals,Regular,9,11,48,27,18,3,57,24,0.594,28.1,3.04,2.71,26.8,77.9,28.1,50.8,121.2298611,146,129,3.01,2.66,53.1,1350,1549,27.8,31.9,46.6,1903,2058,39.2,42.4,48,2610,2823,53.8,58.2,48,10.81,91.67,102.5,32.4,35.4,32.2,17,5.407407407,8.111111111,4.777777778,7.166666667,5,8,10,7
2013,Ottawa Senators,2013Ottawa Senators,Regular,12,8,48,25,17,6,56,21,0.583,33.1,2.33,2.08,15.9,88,33.1,49.2,122.0465278,112,100,2.29,2.05,52.8,1589,1502,32.5,30.8,51.4,2186,2026,44.8,41.5,51.9,3004,2641,61.5,54.1,53.2,7.05,93.34,100.4,35.4,32.4,32.2,12,4.48,6.588235294,4,5.882352941,11,26,15,22
2013,Detroit Red Wings,2013Detroit Red Wings,Regular,12,5,48,24,16,8,56,22,0.583,30.1,2.54,2.29,18.9,81.7,30.1,50.8,121.9888889,122,110,2.5,2.25,52.6,1448,1320,29.7,27.1,52.3,2060,1776,42.2,36.4,53.7,2735,2336,56.1,47.9,53.9,8.43,91.67,100.1,38.4,31.4,30.2,12,5.083333333,7.625,4.583333333,6.875,14,5,8,2
2013,St. Louis Blues,2013St. Louis Blues,Regular,6,13,48,29,17,2,60,24,0.625,27.8,2.58,2.38,18.8,84.7,27.8,50.7,121.6083333,123,114,2.53,2.34,51.9,1335,1161,27.4,23.9,53.5,1874,1651,38.5,33.9,53.2,2525,2328,51.9,47.9,52,9.21,90.18,99.4,35.1,32.9,32,9,4.24137931,7.235294118,3.931034483,6.705882353,8,20,17,16
2013,Vancouver Canucks,2013Vancouver Canucks,Regular,7,16,48,26,15,7,59,21,0.615,28.1,2.54,2.4,15.8,84,28.1,47.6,122.6548611,121,115,2.47,2.34,51.3,1349,1388,27.5,28.3,49.3,1911,1865,39,38,50.6,2622,2431,53.4,49.5,51.9,8.97,91.71,100.7,34.8,34.1,31.1,6,4.653846154,8.066666667,4.423076923,7.666666667,16,2,7,8
2013,San Jose Sharks,2013San Jose Sharks,Regular,9,6,48,25,16,7,57,17,0.594,31.8,2.42,2.33,19.5,85,31.8,53.4,122.8465278,116,112,2.36,2.28,50.9,1524,1390,31,28.3,52.3,2157,1960,43.9,39.9,52.4,2960,2760,60.2,56.2,51.7,7.61,91.94,99.6,34.7,34.3,31.1,4,4.64,7.25,4.48,7,15,4,4,13
2013,Tampa Bay Lightning,2013Tampa Bay Lightning,Regular,28,28,48,18,26,4,40,17,0.417,27.6,3.06,3.06,19,80.6,27.6,51.2,121.0125,147,146,3.04,3.02,50.2,1322,1450,27.3,30,47.7,1825,2056,37.7,42.5,47,2409,2736,49.8,56.5,46.8,11.12,89.93,101.1,30.7,34.1,35.2,1,8.166666667,5.653846154,8.111111111,5.615384615,21,3,24,29
2013,Columbus Blue Jackets,2013Columbus Blue Jackets,Regular,15,17,48,24,17,7,55,19,0.573,26.7,2.4,2.4,14.2,82.6,26.7,52,122.9111111,115,115,2.34,2.34,50,1283,1435,26.1,29.2,47.2,1736,1931,35.3,39.3,47.3,2416,2558,49.1,52,48.6,8.96,91.99,100.9,33,33.8,33.2,0,4.791666667,6.764705882,4.791666667,6.764705882,30,23,26,14
2013,New York Islanders,2013New York Islanders,Regular,15,12,48,24,17,7,55,20,0.573,30.9,2.81,2.83,19.9,80.3,30.9,49.7,121.9652778,135,136,2.77,2.79,49.8,1485,1352,30.4,27.7,52.3,2008,1925,41.2,39.5,51.1,2760,2691,56.6,55.2,50.6,9.09,89.94,99,33.8,32.1,34,-1,5.625,7.941176471,5.666666667,8,27,27,26,30
2013,Arizona Coyotes,2013Arizona Coyotes,Regular,18,18,48,21,18,9,51,17,0.531,30.9,2.52,2.6,15.4,79.9,30.9,52,122.7166667,121,125,2.46,2.55,49.2,1482,1467,30.2,29.9,50.3,2084,2063,42.5,42,50.3,2779,2752,56.6,56.1,50.2,8.16,91.48,99.6,35.3,33.5,31.2,-4,5.761904762,6.722222222,5.952380952,6.944444444,4,16,9,25
2013,Philadelphia Flyers,2013Philadelphia Flyers,Regular,20,20,48,23,22,3,49,22,0.51,29,2.75,2.9,21.6,85.9,29,48.5,120.8513889,132,137,2.73,2.83,49.1,1394,1369,28.8,28.3,50.5,1915,1974,39.6,40.8,49.2,2599,2758,53.8,57.1,48.5,9.47,89.99,99.5,30.4,35.5,34.2,-5,5.739130435,6,5.956521739,6.227272727,7,7,2,12
2013,Minnesota Wild,2013Minnesota Wild,Regular,15,14,48,26,19,3,55,22,0.573,28.8,2.46,2.6,17.9,80.7,28.8,52.5,121.5958333,118,125,2.43,2.57,48.6,1380,1298,28.4,26.7,51.5,1874,1809,38.5,37.2,50.9,2509,2423,51.6,49.8,50.9,8.55,90.37,98.9,33.9,33.7,32.4,-7,4.538461538,6.210526316,4.807692308,6.578947368,24,21,22,19
2013,Edmonton Oilers,2013Edmonton Oilers,Regular,24,24,48,19,22,7,45,17,0.469,26.8,2.56,2.73,19.5,83.4,26.8,46.1,121.8208333,123,131,2.52,2.69,48.4,1283,1574,26.3,32.3,44.9,1765,2191,36.2,45,44.6,2341,2945,48,60.4,44.3,9.59,91.68,101.3,32.5,35.2,32.3,-8,6.473684211,5.590909091,6.894736842,5.954545455,29,30,30,21
2013,Dallas Stars,2013Dallas Stars,Regular,21,21,48,22,22,4,48,20,0.5,26.3,2.67,2.94,16.9,81,26.3,47.2,121.0875,128,140,2.64,2.89,47.8,1260,1488,26,30.7,45.9,1838,2118,37.9,43.7,46.5,2575,2789,53.2,57.6,48,10.16,90.59,100.8,31.8,36.1,32.1,-12,5.818181818,5.818181818,6.363636364,6.363636364,18,17,18,22
2013,Winnipeg Jets,2013Winnipeg Jets,Regular,18,18,48,24,21,3,51,22,0.531,28.9,2.63,2.94,13.8,79.7,28.9,48.9,121.5395833,126,140,2.59,2.88,47.4,1389,1422,28.6,29.2,49.4,1997,2005,41.1,41.2,49.9,2740,2718,56.4,55.9,50.2,9.07,90.15,99.2,32.8,33.1,34.1,-14,5.25,6,5.833333333,6.666666667,21,25,23,27
2013,New Jersey Devils,2013New Jersey Devils,Regular,21,21,48,19,19,10,48,17,0.5,28.4,2.29,2.54,15.9,81.1,28.4,48.2,122.3729167,108,122,2.21,2.49,47,1360,1107,27.8,22.6,55.1,1918,1484,39.2,30.3,56.4,2563,1999,52.4,40.8,56.2,7.94,88.98,96.9,33.7,30.4,35.9,-14,5.684210526,5.684210526,6.421052632,6.421052632,2,23,16,9
2013,Buffalo Sabres,2013Buffalo Sabres,Regular,21,21,48,21,21,6,48,14,0.5,27.9,2.46,2.9,14.1,79.2,27.9,46.2,122.7548611,118,139,2.4,2.83,45.9,1339,1605,27.3,32.7,45.5,1799,2218,36.6,45.2,44.8,2405,2936,49,59.8,45,8.81,91.34,100.2,32.5,34.7,32.8,-21,5.619047619,5.619047619,6.619047619,6.619047619,18,9,11,17
2013,Nashville Predators,2013Nashville Predators,Regular,27,27,48,16,23,9,41,14,0.427,25.9,2.27,2.77,16.4,75.5,25.9,49.7,122.0069444,108,131,2.21,2.68,45.2,1243,1333,25.5,27.3,48.3,1706,1874,35,38.4,47.7,2282,2577,46.8,52.8,47,8.69,90.17,98.9,30.8,37.3,31.8,-23,6.75,4.695652174,8.1875,5.695652174,6,6,14,20
2013,Calgary Flames,2013Calgary Flames,Regular,25,25,48,19,25,4,42,19,0.438,26.9,2.67,3.27,18.7,81.5,26.9,46.6,120.8743056,128,157,2.65,3.25,44.9,1292,1412,26.7,29.2,47.8,1810,1977,37.4,40.9,47.8,2439,2676,50.4,55.3,47.7,9.91,88.88,98.8,31,37.1,31.9,-29,6.736842105,5.12,8.263157895,6.28,17,17,17,11
2013,Carolina Hurricanes,2013Carolina Hurricanes,Regular,25,25,48,19,25,4,42,18,0.438,32.2,2.65,3.31,13.9,77.6,32.2,50.2,120.7118056,127,159,2.63,3.29,44.4,1544,1547,32,32,50,2186,2159,45.3,44.7,50.3,2975,2825,61.6,58.5,51.3,8.23,89.72,97.9,35.8,32.3,31.9,-32,6.684210526,5.08,8.368421053,6.36,23,19,24,4
2013,Colorado Avalanche,2013Colorado Avalanche,Regular,29,29,48,16,25,7,39,14,0.406,29.5,2.38,3.13,15,80.3,29.5,51.1,122.1027778,114,150,2.33,3.07,43.2,1416,1507,29,30.9,48.4,1924,2099,39.4,43,47.8,2584,2882,52.9,59,47.3,8.05,90.05,98.1,33.2,34.3,32.5,-36,7.125,4.56,9.375,6,20,29,12,28
2013,Florida Panthers,2013Florida Panthers,Regular,30,30,48,15,27,6,36,12,0.375,29.2,2.27,3.54,20.4,74.2,29.2,49.4,121.4465278,107,170,2.2,3.5,38.6,1398,1502,28.8,30.9,48.2,1903,2045,39.2,42.1,48.2,2509,2650,51.6,54.6,48.6,7.65,88.68,96.3,35.3,29.8,34.9,-63,7.133333333,3.962962963,11.33333333,6.296296296,10,28,28,17
2012,St. Louis Blues,2012St. Louis Blues,Regular,2,8,82,49,22,11,109,45,0.665,30.6,2.51,1.89,16.7,85.8,30.6,50.4,208.4173611,204,155,2.45,1.86,56.8,2510,2190,30.1,26.3,53.4,3575,3072,42.9,36.8,53.8,4718,4192,56.6,50.3,53,8.13,92.92,101,34.2,31.9,33.9,49,4.163265306,9.272727273,3.163265306,7.045454545,20,17,16,26
2012,Boston Bruins,2012Boston Bruins,Regular,7,9,82,49,29,4,102,40,0.622,32.4,3.17,2.43,17.2,83.5,32.4,54.5,207.8701389,259,199,3.11,2.39,56.6,2651,2440,31.9,29.3,52.1,3661,3280,44,39.4,52.7,4963,4334,59.7,52.1,53.4,9.77,91.84,101.6,33.7,32,34.3,60,5.285714286,8.931034483,4.06122449,6.862068966,1,5,6,9
2012,Vancouver Canucks,2012Vancouver Canucks,Regular,1,16,82,51,22,9,111,43,0.677,31.5,2.94,2.33,19.8,86,31.5,52.2,209.2465278,241,190,2.88,2.27,55.9,2582,2523,30.8,30.1,50.6,3571,3295,42.7,39.4,52,4873,4314,58.2,51.5,53,9.33,92.47,101.8,34.2,33.1,32.7,51,4.725490196,10.95454545,3.725490196,8.636363636,2,7,8,19
2012,Pittsburgh Penguins,2012Pittsburgh Penguins,Regular,4,13,82,51,25,6,108,42,0.659,33.9,3.33,2.66,19.4,87.8,33.9,50.4,208.05625,272,216,3.27,2.6,55.7,2772,2244,33.3,27,55.3,3860,3116,46.4,37.4,55.3,5154,4181,61.9,50.2,55.2,9.81,90.37,100.2,35.2,29.6,35.2,56,5.333333333,10.88,4.235294118,8.64,12,6,1,2
2012,New York Rangers,2012New York Rangers,Regular,2,3,82,51,24,7,109,47,0.665,28.5,2.71,2.22,15.7,86.2,28.5,49.9,208.2027778,222,181,2.67,2.17,55.1,2338,2277,28.1,27.3,50.7,3224,3222,38.7,38.7,50,4246,4560,51,54.8,48.2,9.5,92.05,101.5,32.2,33.8,34,41,4.352941176,9.25,3.549019608,7.541666667,15,21,10,7
2012,Detroit Red Wings,2012Detroit Red Wings,Regular,7,14,82,48,28,6,102,39,0.622,32.2,2.91,2.44,16.1,81.8,32.2,51.6,208.2916667,239,198,2.87,2.38,54.7,2638,2208,31.7,26.5,54.4,3635,3028,43.6,36.3,54.6,4786,4000,57.4,48,54.5,9.06,91.03,100.1,37.2,30.3,32.6,41,4.979166667,8.535714286,4.125,7.071428571,5,8,2,1
2012,Philadelphia Flyers,2012Philadelphia Flyers,Regular,6,7,82,47,26,9,103,43,0.628,32.2,3.17,2.74,19.7,81.8,32.2,48.3,208.3777778,258,223,3.1,2.68,53.6,2637,2324,31.6,27.9,53.2,3638,3297,43.6,39.6,52.5,4879,4505,58.5,54,52,9.78,90.4,100.2,34.3,31.7,34,35,5.489361702,9.923076923,4.744680851,8.576923077,7,2,12,4
2012,Nashville Predators,2012Nashville Predators,Regular,5,6,82,48,26,8,104,43,0.634,27.6,2.83,2.5,20.4,83.6,27.6,49,207.6090278,231,205,2.78,2.47,53,2259,2524,27.2,30.4,47.2,3062,3496,36.9,42.1,46.7,4024,4709,48.5,56.7,46.1,10.23,91.88,102.1,31.2,35.8,33,26,4.8125,8.884615385,4.270833333,7.884615385,6,14,20,14
2012,Los Angeles Kings,2012Los Angeles Kings,Regular,13,1,82,40,27,15,95,34,0.579,30.6,2.29,2.07,16.9,87,30.6,51.5,209.1013889,187,170,2.24,2.03,52.4,2506,2247,30,26.9,52.7,3628,3273,43.4,39.1,52.6,4878,4242,58.3,50.7,53.5,7.46,92.43,99.9,34,33.8,32.2,17,4.675,6.925925926,4.25,6.296296296,14,13,25,29
2012,Arizona Coyotes,2012Arizona Coyotes,Regular,11,4,82,42,27,13,97,36,0.591,29.6,2.56,2.37,13.5,85.5,29.6,50.1,208.8263889,209,193,2.5,2.31,52,2427,2590,29.1,31,48.4,3438,3646,41.2,43.6,48.5,4605,4717,55.1,56.5,49.4,8.61,92.55,101.2,32.7,33.5,33.9,16,4.976190476,7.740740741,4.595238095,7.148148148,16,9,25,23
2012,San Jose Sharks,2012San Jose Sharks,Regular,12,15,82,43,29,10,96,34,0.585,33.8,2.67,2.5,20.7,76.9,33.8,53.3,209.0791667,219,204,2.62,2.44,51.8,2773,2342,33.2,28,54.2,3854,3259,46.1,39,54.2,5162,4586,61.7,54.8,53,7.9,91.29,99.2,35.6,32.1,32.3,15,5.093023256,7.551724138,4.744186047,7.034482759,4,4,13,5
2012,New Jersey Devils,2012New Jersey Devils,Regular,7,2,82,48,28,6,102,36,0.622,27.5,2.63,2.5,16.9,89.6,27.5,47.1,208.7895833,214,204,2.56,2.44,51.2,2247,2194,26.9,26.3,50.6,3009,2904,36,34.8,50.9,3940,3832,47.2,45.9,50.7,9.52,90.7,100.2,32.7,31.7,35.6,10,4.458333333,7.642857143,4.25,7.285714286,23,16,9,15
2012,Chicago Blackhawks,2012Chicago Blackhawks,Regular,10,12,82,45,26,11,101,38,0.616,31.5,2.94,2.82,15.2,78.1,31.5,50.5,208.9486111,239,231,2.86,2.76,50.9,2578,2341,30.8,28,52.4,3499,3198,41.9,38.3,52.2,4687,4227,56.1,50.6,52.6,9.27,90.13,99.4,35.4,29.6,35.1,8,5.311111111,9.192307692,5.133333333,8.884615385,10,1,3,19
2012,Ottawa Senators,2012Ottawa Senators,Regular,15,11,82,41,31,10,92,35,0.561,31.4,2.96,2.88,18.5,81.6,31.4,50.1,208.1368056,243,235,2.92,2.82,50.8,2572,2625,30.9,31.5,49.5,3605,3559,43.3,42.7,50.3,4949,4637,59.4,55.7,51.6,9.45,91.05,100.5,34.1,31.2,34.7,8,5.926829268,7.838709677,5.731707317,7.580645161,26,15,22,16
2012,Montréal Canadiens,2012Montréal Canadiens,Regular,28,28,82,31,35,16,78,26,0.476,28.5,2.52,2.61,14.3,88.6,28.5,48.3,208.9979167,206,213,2.46,2.55,49.2,2339,2426,28,29,49.1,3240,3388,38.8,40.5,48.9,4473,4729,53.5,56.6,48.6,8.81,91.22,100,32.3,33.7,34,-7,6.64516129,5.885714286,6.870967742,6.085714286,11,3,15,6
2012,Washington Capitals,2012Washington Capitals,Regular,15,5,82,42,32,8,92,38,0.561,28,2.66,2.76,16.7,81.6,28,50,207.6333333,215,225,2.59,2.71,48.9,2292,2472,27.6,29.8,48.1,3225,3433,38.8,41.3,48.4,4376,4733,52.7,57,48,9.38,90.9,100.3,31.1,34.9,34,-10,5.119047619,6.71875,5.357142857,7.03125,8,10,7,11
2012,Buffalo Sabres,2012Buffalo Sabres,Regular,18,18,82,39,32,11,89,32,0.543,29.2,2.57,2.72,16.7,81.7,29.2,49.5,208.6888889,211,221,2.53,2.65,48.8,2393,2569,28.7,30.8,48.2,3283,3540,39.3,42.4,48.1,4440,4615,53.2,55.3,49,8.82,91.4,100.2,33.5,32.5,34,-10,5.41025641,6.59375,5.666666667,6.90625,9,11,17,18
2012,Dallas Stars,2012Dallas Stars,Regular,18,18,82,42,35,5,89,35,0.543,28.2,2.49,2.66,13.5,82.8,28.2,49.1,207.8256944,204,216,2.45,2.6,48.6,2314,2525,27.8,30.4,47.8,3319,3516,39.9,42.3,48.6,4473,4778,53.8,57.5,48.4,8.82,91.45,100.3,31.3,36,32.7,-12,4.857142857,5.828571429,5.142857143,6.171428571,17,18,22,3
2012,Winnipeg Jets,2012Winnipeg Jets,Regular,21,21,82,37,35,10,84,33,0.512,30.1,2.7,2.95,17.9,80.1,30.1,49,207.7048611,221,239,2.66,2.88,48,2470,2466,29.7,29.7,50,3534,3488,42.5,42,50.3,4634,4685,55.8,56.4,49.7,8.95,90.31,99.3,33,33.4,33.7,-18,5.972972973,6.314285714,6.459459459,6.828571429,25,23,27,28
2012,Colorado Avalanche,2012Colorado Avalanche,Regular,20,20,82,41,35,6,88,32,0.537,31.5,2.43,2.66,17.5,83,31.5,51.6,208.5305556,199,217,2.39,2.6,47.8,2584,2423,31,29,51.6,3457,3402,41.4,40.8,50.4,4683,4512,56.1,54.1,50.9,7.7,91.04,98.7,33,33.2,33.8,-18,4.853658537,5.685714286,5.292682927,6.2,29,12,28,8
2012,Florida Panthers,2012Florida Panthers,Regular,14,10,82,38,26,18,94,32,0.573,29.7,2.4,2.63,18.5,79.5,29.7,50.6,209.4090278,197,215,2.35,2.57,47.8,2430,2504,29,29.9,49.3,3347,3390,40,40.5,49.7,4440,4432,53,52.9,50,8.11,91.41,99.5,32.8,31.9,35.3,-18,5.184210526,7.576923077,5.657894737,8.269230769,28,28,17,22
2012,Calgary Flames,2012Calgary Flames,Regular,17,17,82,37,29,16,90,34,0.549,27.5,2.43,2.65,16.9,84.3,27.5,46.2,208.6701389,197,216,2.36,2.59,47.7,2257,2528,27,30.3,47.2,3081,3550,36.9,42.5,46.5,4201,4708,50.3,56.4,47.2,8.73,91.46,100.2,32.1,34.1,33.9,-19,5.324324324,6.793103448,5.837837838,7.448275862,17,17,11,10
2012,Edmonton Oilers,2012Edmonton Oilers,Regular,29,29,82,32,40,10,74,27,0.451,26.7,2.52,2.83,20.6,82.4,26.7,47.7,207.7027778,207,230,2.49,2.77,47.4,2184,2511,26.3,30.2,46.5,3059,3488,36.8,42,46.7,4088,4727,49.2,56.9,46.4,9.48,90.84,100.3,32.3,33.1,34.6,-23,6.46875,5.175,7.1875,5.75,30,30,21,19
2012,Anaheim Ducks,2012Anaheim Ducks,Regular,25,25,82,34,36,12,80,31,0.488,27.9,2.45,2.73,16.2,82,27.9,47.4,207.6777778,199,223,2.4,2.68,47.2,2290,2362,27.6,28.4,49.2,3302,3409,39.7,41,49.2,4400,4584,53,55.2,49,8.69,90.56,99.2,31.9,32.3,35.8,-24,5.852941176,5.527777778,6.558823529,6.194444444,13,17,5,12
2012,Carolina Hurricanes,2012Carolina Hurricanes,Regular,23,23,82,33,33,16,82,32,0.5,30.5,2.59,2.89,16.3,80.5,30.5,50.7,207.8041667,210,236,2.53,2.84,47.1,2493,2651,30,31.9,48.5,3509,3734,42.2,44.9,48.4,4741,4973,57,59.8,48.8,8.42,91.1,99.5,33.3,33.6,33.1,-26,6.363636364,6.363636364,7.151515152,7.151515152,19,24,4,17
2012,Toronto Maple Leafs,2012Toronto Maple Leafs,Regular,25,25,82,35,37,10,80,31,0.488,28.3,2.77,3.16,18.4,77.3,28.3,51.7,207.7777778,225,258,2.71,3.1,46.6,2320,2527,27.9,30.4,47.9,3311,3597,39.8,43.3,47.9,4614,4820,55.5,58,48.9,9.7,89.79,99.5,32.8,32.7,34.4,-33,6.428571429,6.081081081,7.371428571,6.972972973,22,29,24,23
2012,Tampa Bay Lightning,2012Tampa Bay Lightning,Regular,21,21,82,38,36,8,84,35,0.512,27.2,2.83,3.39,15.2,79.2,27.2,48.6,207.8513889,232,278,2.79,3.34,45.5,2224,2501,26.7,30.1,47.1,3082,3515,37.1,42.3,46.7,4163,4793,50.1,57.6,46.5,10.43,88.88,99.3,29.3,34.5,36.3,-46,6.105263158,6.444444444,7.315789474,7.722222222,3,24,29,29
2012,New York Islanders,2012New York Islanders,Regular,27,27,82,34,37,11,79,27,0.482,29.4,2.39,3.06,18.5,80.5,29.4,48,208.3180556,195,251,2.34,3.01,43.7,2407,2468,28.9,29.6,49.4,3257,3454,39.1,41.5,48.5,4402,4818,52.8,57.8,47.7,8.1,89.83,97.9,33.2,32.9,33.9,-56,5.735294118,5.27027027,7.382352941,6.783783784,27,26,30,26
2012,Columbus Blue Jackets,2012Columbus Blue Jackets,Regular,30,30,82,29,46,7,65,25,0.396,29.9,2.41,3.13,15.1,76.6,29.9,50.9,207.2395833,197,257,2.38,3.1,43.4,2453,2537,29.6,30.6,49.2,3294,3348,39.7,40.4,49.6,4325,4402,52.2,53.1,49.6,8.03,89.87,97.9,32.2,34.3,33.5,-60,6.793103448,4.282608696,8.862068966,5.586956522,23,26,14,25
