Year,Team,YrTm,Season,CY Season Rank,CY Playoff Rank,GP,W,L,OT,P,ROW,P%,Shots/GP,GF/GP,GA/GP,PP%,PK%,Shots/GP,FOW%,TOI,GF,GA,GF60,GA60,GF%,SF,SA,SF60,SA60,SF%,FF,FA,FF60,FA60,FF%,CF,CA,CF60,CA60,CF%,Sh%,Sv%,PDO,OZFO%,DZFO%,NZFO%,GF-GA,GF/W,GF/L,GA/W,GA/L,PY Playoff RNK,2PY Playoff RNK,3PY Playoff RNK,4PYPlayoff RNK
2010,Edmonton Oilers,2010Edmonton Oilers,Regular,30,30,81,27,47,8,62,19,0.378,28.3,2.51,3.39,16.9,78,28.3,46.4,205.7125,205,272,2.49,3.31,43,2286,2682,27.8,32.6,46,3166,3833,38.5,46.6,45.2,4185,5129,50.9,62.3,44.9,8.97,89.86,98.8,31.1,35.7,33.2,-67,7.592592593,4.361702128,10.07407407,5.787234043,21,19,0,0
2009,Boston Bruins,2009Boston Bruins,Regular,2,6,82,53,19,10,116,49,0.707,30.3,3.29,2.32,23.6,82.3,30.3,51,207.7604167,270,190,3.25,2.29,58.7,2481,2523,29.9,30.4,49.6,3397,3361,40.9,40.4,50.3,4458,4433,53.6,53.3,50.1,10.88,92.47,103.4,32.3,33.2,34.6,80,5.094339623,14.21052632,3.58490566,10,9,0,0,0
2009,San Jose Sharks,2009San Jose Sharks,Regular,1,13,82,53,18,11,117,47,0.713,33.2,3.06,2.43,24.2,83.3,33.2,53.8,208.2243056,251,198,3.01,2.38,55.9,2719,2226,32.6,26.7,55,3728,3042,44.8,36.5,55.1,4888,4010,58.7,48.1,54.9,9.23,91.11,100.3,35.5,29.9,34.6,53,4.735849057,13.94444444,3.735849057,11,5,0,0,0
2009,Chicago Blackhawks,2009Chicago Blackhawks,Regular,6,3,82,46,24,12,104,42,0.634,32.7,3.17,2.55,19.3,80.6,32.7,48.1,208.0736111,259,209,3.11,2.51,55.3,2679,2341,32.2,28.1,53.4,3542,3046,42.6,36.6,53.8,4531,3890,54.4,46.7,53.8,9.67,91.07,100.7,35.3,29.7,35,50,5.630434783,10.79166667,4.543478261,8.708333333,19,0,0,0
2009,Detroit Red Wings,2009Detroit Red Wings,Regular,3,2,81,51,21,10,112,45,0.683,36.2,3.52,2.93,25.5,78.3,36.2,55.1,205.3222222,285,235,3.47,2.86,54.8,2926,2240,35.6,27.3,56.6,3975,3023,48.4,36.8,56.8,5096,3752,62,45.7,57.6,9.74,89.51,99.2,35.6,30.6,33.8,50,5.588235294,13.57142857,4.607843137,11.19047619,1,0,0,0
2009,Vancouver Canucks,2009Vancouver Canucks,Regular,7,8,81,45,27,10,100,42,0.61,28.5,2.96,2.6,19,81.4,28.5,51.9,205.2805556,241,207,2.94,2.52,53.8,2294,2356,27.9,28.7,49.3,3229,3299,39.3,40.2,49.5,4269,4284,52,52.2,49.9,10.51,91.21,101.7,32.8,34.4,32.8,34,5.355555556,8.925925926,4.6,7.666666667,19,0,0,0
2009,New Jersey Devils,2009New Jersey Devils,Regular,5,9,82,51,27,4,106,45,0.646,32.9,2.9,2.52,18.9,79.9,32.9,51.3,207.9520833,237,205,2.85,2.46,53.6,2697,2412,32.4,29,52.8,3625,3201,43.6,38.5,53.1,4689,4171,56.4,50.1,52.9,8.79,91.5,100.3,34.2,32.8,33,32,4.647058824,8.777777778,4.019607843,7.592592593,15,0,0,0
2009,Washington Capitals,2009Washington Capitals,Regular,4,7,82,50,24,8,108,46,0.659,33.5,3.27,2.93,24.9,80.6,33.5,51.7,207.6888889,267,239,3.21,2.88,52.8,2743,2415,33,29.1,53.2,3800,3325,45.7,40,53.3,5138,4436,61.8,53.4,53.7,9.73,90.1,99.8,34.3,31.6,34.2,28,5.34,11.125,4.78,9.958333333,11,0,0,0
2009,Philadelphia Flyers,2009Philadelphia Flyers,Regular,8,12,82,44,27,11,99,40,0.604,29.8,3.17,2.83,22.5,83,29.8,48.3,208.425,257,231,3.08,2.77,52.7,2437,2663,29.2,31.9,47.8,3357,3702,40.3,44.4,47.6,4500,4945,54,59.3,47.6,10.55,91.33,101.9,29.9,35.7,34.3,26,5.840909091,9.518518519,5.25,8.555555556,4,0,0,0
2009,Pittsburgh Penguins,2009Pittsburgh Penguins,Regular,8,1,82,45,28,9,99,39,0.604,29,3.15,2.84,17.2,82.7,29,49.1,208.7055556,258,233,3.09,2.79,52.5,2379,2483,28.5,29.7,48.9,3301,3439,39.5,41.2,49,4373,4719,52.4,56.5,48.1,10.84,90.62,101.5,33.5,32.4,34.2,25,5.733333333,9.214285714,5.177777778,8.321428571,2,0,0,0
2009,Minnesota Wild,2009Minnesota Wild,Regular,19,19,82,40,33,9,89,35,0.543,27.5,2.61,2.4,20.1,87.6,27.5,48.5,207.6395833,214,197,2.58,2.37,52.1,2255,2517,27.2,30.3,47.3,3162,3466,38.1,41.7,47.7,4143,4499,49.9,54.2,47.9,9.49,92.17,101.7,30.4,37.1,32.5,17,5.35,6.484848485,4.925,5.96969697,13,0,0,0
2009,Carolina Hurricanes,2009Carolina Hurricanes,Regular,11,4,82,45,30,7,97,42,0.591,32.6,2.88,2.7,18.4,80.4,32.6,51.3,207.4861111,234,218,2.82,2.63,51.8,2670,2408,32.2,29,52.6,3752,3429,45.2,41.3,52.2,5021,4622,60.5,55.7,52.1,8.76,90.95,99.7,35.3,31.2,33.5,16,5.2,7.8,4.844444444,7.266666667,17,0,0,0
2009,Buffalo Sabres,2009Buffalo Sabres,Regular,17,17,82,41,32,9,91,33,0.555,30.5,2.95,2.79,20.7,81.8,30.5,47.4,208.1215278,241,228,2.89,2.74,51.4,2504,2570,30.1,30.9,49.3,3376,3520,40.6,42.3,49,4419,4602,53.1,55.3,49,9.62,91.13,100.8,32.5,33.1,34.4,13,5.87804878,7.53125,5.56097561,7.125,18,0,0,0
2009,Calgary Flames,2009Calgary Flames,Regular,10,11,81,46,30,6,98,43,0.598,32.2,3.06,3,17,83.4,32.2,51.3,204.1430556,248,241,3.04,2.95,50.7,2611,2401,32,29.4,52.1,3651,3327,44.7,40.7,52.3,4829,4105,59.1,50.3,54.1,9.5,89.96,99.5,36.2,30.2,33.7,7,5.391304348,8.266666667,5.239130435,8.033333333,10,0,0,0
2009,Florida Panthers,2009Florida Panthers,Regular,13,17,82,41,30,11,93,38,0.567,29.4,2.82,2.72,15.9,82.6,29.4,47.9,208.2076389,228,223,2.74,2.68,50.6,2408,2844,28.9,34.1,45.8,3317,3883,39.8,46.6,46.1,4394,4988,52.8,59.9,46.8,9.47,92.16,101.6,31.5,35.5,33,5,5.56097561,7.6,5.43902439,7.433333333,22,0,0,0
2009,Anaheim Ducks,2009Anaheim Ducks,Regular,17,5,82,42,33,7,91,35,0.555,30.3,2.9,2.87,23.3,79.7,30.3,49.8,207.7291667,238,235,2.86,2.83,50.3,2480,2497,29.8,30.1,49.8,3463,3475,41.7,41.8,49.9,4334,4276,52.2,51.5,50.3,9.6,90.59,100.2,32.5,31.7,35.7,3,5.666666667,7.212121212,5.595238095,7.121212121,12,0,0,0
2009,Montréal Canadiens,2009Montréal Canadiens,Regular,13,15,82,41,30,11,93,34,0.567,30,2.95,2.93,19,82.4,30,50.9,208.4409722,240,239,2.88,2.87,50.1,2453,2596,29.4,31.1,48.6,3387,3594,40.6,43.1,48.5,4650,4908,55.8,58.9,48.7,9.78,90.79,100.6,32.4,34.7,32.9,1,5.853658537,8,5.829268293,7.966666667,6,0,0,0
2009,St. Louis Blues,2009St. Louis Blues,Regular,15,16,82,41,31,10,92,35,0.561,27.7,2.77,2.77,20.5,83.8,27.7,49.1,208.1104167,227,227,2.73,2.73,50,2270,2342,27.3,28.1,49.2,3234,3349,38.8,40.2,49.1,4150,4477,49.9,53.8,48.1,10,90.31,100.3,31.1,33.7,35.2,0,5.536585366,7.322580645,5.536585366,7.322580645,26,0,0,0
2009,Columbus Blue Jackets,2009Columbus Blue Jackets,Regular,15,14,82,41,31,10,92,35,0.561,28.9,2.68,2.72,12.7,82.1,28.9,51.2,208.6729167,219,223,2.62,2.67,49.5,2369,2281,28.4,27.3,50.9,3227,3107,38.7,37.2,50.9,4229,4129,50.7,49.5,50.6,9.24,90.22,99.5,32.4,32.1,35.6,-4,5.341463415,7.064516129,5.43902439,7.193548387,25,0,0,0
2009,New York Rangers,2009New York Rangers,Regular,12,10,82,43,30,9,95,33,0.579,32.4,2.44,2.59,13.6,87.8,32.4,50.8,208.7097222,199,212,2.38,2.54,48.4,2657,2431,31.8,29.1,52.2,3706,3382,44.4,40.5,52.3,4892,4339,58.6,52,53,7.49,91.28,98.8,36.6,29.5,34,-13,4.627906977,6.633333333,4.930232558,7.066666667,7,0,0,0
2009,Edmonton Oilers,2009Edmonton Oilers,Regular,21,21,82,38,35,9,85,32,0.518,28.1,2.78,2.98,16.9,77.5,28.1,47.9,207.6416667,228,243,2.75,2.93,48.4,2301,2666,27.7,32.1,46.3,3213,3695,38.7,44.5,46.5,4270,4769,51.4,57.4,47.2,9.91,90.89,100.8,32.7,34.1,33.2,-15,6,6.514285714,6.394736842,6.942857143,19,0,0,0
2009,Ottawa Senators,2009Ottawa Senators,Regular,22,22,82,36,35,11,83,32,0.506,29.3,2.6,2.82,19.5,81.5,29.3,51.8,208.0618056,213,230,2.56,2.76,48.1,2406,2335,28.9,28.1,50.7,3259,3210,39.2,38.6,50.4,4324,4357,52,52.4,49.8,8.85,90.15,99,32.5,32.1,35.4,-17,5.916666667,6.085714286,6.388888889,6.571428571,16,0,0,0
2009,Nashville Predators,2009Nashville Predators,Regular,20,20,82,40,34,8,88,34,0.537,29,2.52,2.78,15.7,82.5,29,52.2,208.1138889,206,228,2.47,2.74,47.5,2372,2411,28.5,29,49.6,3286,3317,39.5,39.8,49.8,4271,4352,51.3,52.3,49.5,8.68,90.54,99.2,32,34.9,33.1,-22,5.15,6.058823529,5.7,6.705882353,14,0,0,0
2009,Winnipeg Jets,2009Winnipeg Jets,Regular,27,27,82,35,41,6,76,28,0.463,28.1,3.05,3.4,19.3,76,28.1,51.2,207.4881944,250,278,3.01,3.35,47.3,2306,2679,27.8,32.3,46.3,3155,3600,38,43.4,46.7,4121,4722,49.7,56.9,46.6,10.84,89.62,100.5,29.7,37.1,33.3,-28,7.142857143,6.097560976,7.942857143,6.780487805,28,0,0,0
2009,Los Angeles Kings,2009Los Angeles Kings,Regular,25,25,82,34,37,11,79,29,0.482,29.1,2.46,2.76,19.2,82.9,29.1,52,208.3277778,201,225,2.41,2.7,47.2,2382,2300,28.6,27.6,50.9,3494,3332,41.9,40,51.2,4587,4369,55,52.4,51.2,8.44,90.22,98.7,34.8,33,32.2,-24,5.911764706,5.432432432,6.617647059,6.081081081,29,0,0,0
2009,Dallas Stars,2009Dallas Stars,Regular,22,22,82,36,35,11,83,30,0.506,28.9,2.73,3.06,15.4,78.6,28.9,47.8,208.4541667,224,251,2.69,3.01,47.2,2369,2303,28.4,27.6,50.7,3381,3260,40.5,39.1,50.9,4331,4242,51.9,50.9,50.5,9.46,89.1,98.6,33.6,31.7,34.7,-27,6.222222222,6.4,6.972222222,7.171428571,3,0,0,0
2009,Toronto Maple Leafs,2009Toronto Maple Leafs,Regular,24,24,82,34,35,13,81,28,0.494,31.7,2.98,3.49,18.5,74.7,31.7,50.1,208.5555556,244,286,2.92,3.43,46,2601,2478,31.2,29.7,51.2,3685,3587,44.2,43,50.7,4918,4839,59,58,50.4,9.38,88.46,97.8,33.7,29.7,36.5,-42,7.176470588,6.971428571,8.411764706,8.171428571,23,0,0,0
2009,Arizona Coyotes,2009Arizona Coyotes,Regular,25,25,81,36,39,7,79,33,0.482,28.1,2.5,3.04,14.5,76.8,28.1,44.8,204.2263889,200,248,2.45,3.04,44.6,2269,2555,27.8,31.3,47,3148,3621,38.5,44.3,46.5,4157,4808,50.9,58.9,46.4,8.81,90.29,99.1,32.6,33.3,34.1,-48,5.555555556,5.128205128,6.888888889,6.358974359,23,0,0,0
2009,Tampa Bay Lightning,2009Tampa Bay Lightning,Regular,29,29,82,24,40,18,66,21,0.402,28.5,2.52,3.28,17.8,78,28.5,50.1,208.5229167,205,268,2.46,3.21,43.3,2329,2698,27.9,32.3,46.3,3181,3639,38.1,43.6,46.6,4125,4743,49.5,56.9,46.5,8.8,90.07,98.9,30.9,34.9,34.3,-63,8.541666667,5.125,11.16666667,6.7,29,0,0,0
2009,Colorado Avalanche,2009Colorado Avalanche,Regular,28,28,82,32,45,5,69,23,0.421,28.8,2.32,3.09,15.7,79.9,28.8,47.8,207.7791667,188,250,2.26,3.01,42.9,2356,2371,28.3,28.5,49.8,3184,3387,38.3,40.8,48.5,4180,4703,50.3,56.6,47.1,7.98,89.46,97.4,32.4,33.1,34.5,-62,5.875,4.177777778,7.8125,5.555555556,8,0,0,0
2009,New York Islanders,2009New York Islanders,Regular,30,30,82,26,47,9,61,23,0.372,28.9,2.41,3.34,16.6,79.8,28.9,45.7,207.1486111,198,273,2.39,3.29,42,2365,2746,28.5,33.1,46.3,3221,3818,38.9,46.1,45.8,4410,5208,53.2,62.9,45.9,8.37,90.06,98.4,31.4,36.5,32.1,-75,7.615384615,4.212765957,10.5,5.808510638,26,0,0,0
2008,Detroit Red Wings,2008Detroit Red Wings,Regular,1,1,82,54,21,7,115,49,0.701,34.4,3.07,2.18,20.7,84,34.4,53.3,207.3361111,249,178,3,2.15,58.3,2812,1928,33.9,23.2,59.3,3847,2651,46.4,32,59.2,4860,3360,58.6,40.5,59.1,8.85,90.77,99.6,36.3,25,38.7,71,4.611111111,11.85714286,3.296296296,8.476190476,0,0,0,0
2008,Montréal Canadiens,2008Montréal Canadiens,Regular,3,6,82,47,25,10,104,42,0.634,29.1,3.13,2.63,24.3,82.5,29.1,49,207.9520833,256,215,3.08,2.58,54.4,2377,2585,28.6,31.1,47.9,3299,3642,39.7,43.8,47.5,4442,4984,53.4,59.9,47.1,10.77,91.68,102.5,29.2,32.4,38.4,41,5.446808511,10.24,4.574468085,8.6,0,0,0,0
2008,Dallas Stars,2008Dallas Stars,Regular,8,3,82,45,30,7,97,40,0.591,26.7,2.89,2.49,18.4,85.6,26.7,50.4,207.1465278,237,204,2.86,2.46,53.7,2187,2131,26.4,25.7,50.6,3078,2995,37.1,36.1,50.7,4052,3788,48.9,45.7,51.7,10.84,90.43,101.3,30.7,28.9,40.4,33,5.266666667,7.9,4.533333333,6.8,0,0,0,0
2008,San Jose Sharks,2008San Jose Sharks,Regular,2,5,82,49,23,10,108,43,0.659,29.6,2.63,2.28,18.7,85.8,29.6,51.2,208.10625,214,187,2.57,2.25,53.4,2418,1978,29,23.8,55,3346,2764,40.2,33.2,54.8,4302,3756,51.7,45.1,53.4,8.85,90.55,99.4,32.8,26.9,40.4,27,4.367346939,9.304347826,3.816326531,8.130434783,0,0,0,0
2008,Pittsburgh Penguins,2008Pittsburgh Penguins,Regular,4,2,82,47,27,8,102,40,0.622,27.7,2.93,2.59,20.4,81,27.7,46.1,207.65625,240,212,2.89,2.55,53.1,2266,2523,27.3,30.4,47.3,3162,3552,38.1,42.8,47.1,4060,4681,48.9,56.4,46.4,10.59,91.6,102.2,29.7,32.1,38.2,28,5.106382979,8.888888889,4.510638298,7.851851852,0,0,0,0
2008,New York Rangers,2008New York Rangers,Regular,8,7,82,42,27,13,97,34,0.591,31.5,2.5,2.32,16.5,84.5,31.5,52.3,208.8777778,205,188,2.45,2.25,52.2,2579,2119,30.9,25.4,54.9,3575,2923,42.8,35,55,4595,3935,55,47.1,53.9,7.95,91.13,99.1,34.6,25.4,40,17,4.880952381,7.592592593,4.476190476,6.962962963,0,0,0,0
2008,Buffalo Sabres,2008Buffalo Sabres,Regular,18,18,82,39,31,12,90,35,0.549,30.2,3.06,2.84,18,83.2,30.2,48.6,208.7486111,251,233,3.01,2.79,51.9,2476,2323,29.7,27.8,51.6,3336,3218,40,38.5,50.9,4290,4252,51.4,50.9,50.2,10.14,89.97,100.1,31.6,29.6,38.8,18,6.435897436,8.096774194,5.974358974,7.516129032,0,0,0,0
2008,Philadelphia Flyers,2008Philadelphia Flyers,Regular,10,4,82,42,29,11,95,39,0.579,28.8,2.99,2.77,22.1,83.2,28.8,49.3,207.5715278,243,227,2.93,2.73,51.7,2353,2605,28.3,31.4,47.5,3230,3522,38.9,42.4,47.8,4261,4694,51.3,56.5,47.6,10.33,91.29,101.6,28.1,33.4,38.5,16,5.785714286,8.379310345,5.404761905,7.827586207,0,0,0,0
2008,Anaheim Ducks,2008Anaheim Ducks,Regular,4,12,82,47,27,8,102,39,0.622,27.3,2.4,2.24,16.6,83.1,27.3,50.2,208.4201389,196,184,2.35,2.21,51.6,2237,2293,26.8,27.5,49.4,3137,3105,37.6,37.2,50.3,3930,3825,47.1,45.9,50.7,8.76,91.98,100.7,31.2,29.5,39.2,12,4.170212766,7.259259259,3.914893617,6.814814815,0,0,0,0
2008,Ottawa Senators,2008Ottawa Senators,Regular,12,16,82,43,31,8,94,40,0.573,30.1,3.15,2.95,18.3,81,30.1,51.7,207.225,257,242,3.1,2.92,51.5,2465,2451,29.7,29.6,50.1,3399,3326,41,40.1,50.5,4555,4336,55,52.3,51.2,10.43,90.13,100.6,30.8,28.5,40.7,15,5.976744186,8.290322581,5.627906977,7.806451613,0,0,0,0
2008,Minnesota Wild,2008Minnesota Wild,Regular,7,13,82,44,28,10,98,41,0.598,27,2.68,2.56,18.9,85.2,27,47.3,205.475,217,207,2.64,2.52,51.2,2186,2418,26.6,29.4,47.5,3098,3289,37.7,40,48.5,4069,4184,49.5,50.9,49.3,9.93,91.44,101.4,28.2,34.4,37.3,10,4.931818182,7.75,4.704545455,7.392857143,0,0,0,0
2008,Colorado Avalanche,2008Colorado Avalanche,Regular,10,8,82,44,31,7,95,37,0.579,28.6,2.73,2.63,14.3,81.4,28.6,47.8,207.7520833,224,215,2.7,2.59,51,2347,2236,28.2,26.9,51.2,3070,3129,36.9,37.7,49.5,3935,4210,47.4,50.7,48.3,9.54,90.38,99.9,31.5,29.8,38.7,9,5.090909091,7.225806452,4.886363636,6.935483871,0,0,0,0
2008,Washington Capitals,2008Washington Capitals,Regular,12,11,82,43,31,8,94,39,0.573,31,2.9,2.77,18.8,80.5,31,51.2,205.2625,234,225,2.85,2.74,51,2499,2236,30.4,27.2,52.8,3495,3043,42.6,37.1,53.5,4661,4032,56.8,49.1,53.6,9.36,89.94,99.3,32.2,29.6,38.2,9,5.441860465,7.548387097,5.23255814,7.258064516,0,0,0,0
2008,Nashville Predators,2008Nashville Predators,Regular,17,14,82,41,32,9,91,38,0.555,29.6,2.77,2.73,14.8,85.4,29.6,50.5,207.5027778,227,221,2.73,2.66,50.7,2423,2433,29.2,29.3,49.9,3308,3224,39.9,38.8,50.6,4253,4097,51.2,49.4,50.9,9.37,90.92,100.3,30.1,31.3,38.6,6,5.536585366,7.09375,5.390243902,6.90625,0,0,0,0
2008,New Jersey Devils,2008New Jersey Devils,Regular,6,15,82,46,29,7,99,38,0.604,28.8,2.41,2.35,15.6,82.8,28.8,50.4,208.2097222,197,192,2.37,2.31,50.6,2358,2248,28.3,27,51.2,3265,3029,39.2,36.4,51.9,4265,3856,51.2,46.3,52.5,8.35,91.46,99.8,31.9,28,40.1,5,4.282608696,6.793103448,4.173913043,6.620689655,0,0,0,0
2008,Carolina Hurricanes,2008Carolina Hurricanes,Regular,16,17,82,43,33,6,92,41,0.561,32.5,3.05,3,18.3,78.9,32.5,49.4,204.2944444,246,240,3.01,2.94,50.6,2644,2322,32.4,28.4,53.2,3627,3263,44.4,39.9,52.6,4831,4303,59.1,52.7,52.9,9.3,89.66,99,32.5,29.1,38.4,6,5.720930233,7.454545455,5.581395349,7.272727273,0,0,0,0
2008,Chicago Blackhawks,2008Chicago Blackhawks,Regular,19,19,82,40,34,8,88,35,0.537,28,2.85,2.82,15.6,82.1,28,52.3,207.5152778,234,231,2.82,2.78,50.3,2296,2345,27.7,28.3,49.5,2950,3003,35.5,36.2,49.6,3764,3894,45.3,46.9,49.2,10.19,90.15,100.3,30.9,29.7,39.4,3,5.85,6.882352941,5.775,6.794117647,0,0,0,0
2008,Calgary Flames,2008Calgary Flames,Regular,12,10,82,42,30,10,94,39,0.573,28.2,2.76,2.73,16.8,81.5,28.2,49.5,207.2097222,226,224,2.73,2.7,50.2,2316,2332,27.9,28.1,49.8,3259,3159,39.3,38.1,50.8,4243,3921,51.2,47.3,52,9.76,90.39,100.2,31.2,30.1,38.7,2,5.380952381,7.533333333,5.333333333,7.466666667,0,0,0,0
2008,Vancouver Canucks,2008Vancouver Canucks,Regular,19,19,82,39,33,10,88,33,0.537,27.5,2.52,2.51,17.1,82.6,27.5,48.7,208.3020833,207,206,2.48,2.47,50.1,2248,2362,27,28.3,48.8,3133,3309,37.6,39.7,48.6,4029,4296,48.4,51.6,48.4,9.21,91.28,100.5,30.1,32.3,37.6,1,5.307692308,6.272727273,5.282051282,6.242424242,0,0,0,0
2008,Boston Bruins,2008Boston Bruins,Regular,12,9,82,41,29,12,94,35,0.573,28.5,2.51,2.62,17.2,78.6,28.5,49.1,208.2833333,206,213,2.47,2.56,49.2,2334,2493,28,29.9,48.4,3222,3340,38.7,40.1,49.1,4180,4216,50.2,50.6,49.8,8.83,91.46,100.3,30.1,32.7,37.1,-7,5.024390244,7.103448276,5.195121951,7.344827586,0,0,0,0
2008,Florida Panthers,2008Florida Panthers,Regular,22,22,82,38,35,9,85,33,0.518,31.1,2.57,2.68,18.8,82.3,31.1,48.8,207.7881944,209,219,2.51,2.63,48.8,2544,2750,30.6,33.1,48.1,3425,3707,41.2,44.6,48,4409,4687,53,56.4,48.5,8.22,92.04,100.3,31.6,33.7,34.7,-10,5.5,5.971428571,5.763157895,6.257142857,0,0,0,0
2008,Arizona Coyotes,2008Arizona Coyotes,Regular,23,23,82,38,37,7,83,33,0.506,30.5,2.55,2.74,18.6,80.7,30.5,48.6,205.60625,206,222,2.5,2.7,48.1,2449,2488,29.8,30.3,49.6,3325,3474,40.4,42.2,48.9,4311,4488,52.4,54.6,49,8.41,91.08,99.5,30.6,31.7,37.7,-16,5.421052632,5.567567568,5.842105263,6,0,0,0,0
2008,Columbus Blue Jackets,2008Columbus Blue Jackets,Regular,25,25,82,34,36,12,80,31,0.488,29,2.32,2.56,14.6,83.3,29,52.3,207.6805556,190,208,2.29,2.5,47.7,2378,2245,28.6,27,51.4,3185,2960,38.3,35.6,51.8,4170,3846,50.2,46.3,52,7.99,90.73,98.7,30.2,32,37.9,-18,5.588235294,5.277777778,6.117647059,5.777777778,0,0,0,0
2008,Edmonton Oilers,2008Edmonton Oilers,Regular,19,19,82,41,35,6,88,26,0.537,26.3,2.68,3.01,16.6,84.7,26.3,50.5,209.7145833,220,246,2.62,2.93,47.2,2155,2570,25.7,30.6,45.6,3030,3590,36.1,42.8,45.8,4003,4733,47.7,56.4,45.8,10.21,90.43,100.6,28.9,33.1,38,-26,5.365853659,6.285714286,6,7.028571429,0,0,0,0
2008,Toronto Maple Leafs,2008Toronto Maple Leafs,Regular,23,23,82,36,35,11,83,33,0.506,31,2.78,3.12,17.8,78.1,31,49.8,207.6625,228,256,2.74,3.08,47.1,2536,2399,30.5,28.9,51.4,3547,3388,42.7,40.8,51.1,4657,4451,56.1,53.6,51.1,8.99,89.33,98.3,31.5,29.6,38.9,-28,6.333333333,6.514285714,7.111111111,7.314285714,0,0,0,0
2008,St. Louis Blues,2008St. Louis Blues,Regular,26,26,82,33,36,13,79,30,0.482,26.1,2.46,2.83,14.4,84.4,26.1,51.8,207.4159722,201,231,2.42,2.78,46.5,2139,2246,25.8,27.1,48.8,2959,3241,35.7,39.1,47.7,3759,4281,45.3,51.6,46.8,9.4,89.72,99.1,28.2,32,39.8,-30,6.090909091,5.583333333,7,6.416666667,0,0,0,0
2008,Los Angeles Kings,2008Los Angeles Kings,Regular,29,29,82,32,43,7,71,27,0.433,28.6,2.76,3.21,17.4,78,28.6,47.8,207.2486111,226,263,2.73,3.17,46.2,2345,2623,28.3,31.6,47.2,3289,3704,39.7,44.7,47,4287,4747,51.7,57.3,47.5,9.64,89.97,99.6,31.7,30.6,37.6,-37,7.0625,5.255813953,8.21875,6.11627907,0,0,0,0
2008,Tampa Bay Lightning,2008Tampa Bay Lightning,Regular,29,29,82,31,42,9,71,29,0.433,28.7,2.7,3.24,19.3,82,28.7,49.7,206.6131944,219,264,2.65,3.19,45.3,2345,2308,28.4,27.9,50.4,3218,3195,38.9,38.7,50.2,4217,4267,51,51.6,49.7,9.34,88.56,97.9,31.3,30.1,38.6,-45,7.064516129,5.214285714,8.516129032,6.285714286,0,0,0,0
2008,New York Islanders,2008New York Islanders,Regular,26,26,82,35,38,9,79,30,0.482,29.7,2.3,2.93,14.5,81.9,29.7,51.1,207.6840278,188,239,2.26,2.88,44,2432,2485,29.3,29.9,49.5,3269,3450,39.4,41.5,48.7,4425,4582,53.3,55.2,49.1,7.73,90.38,98.1,28.5,33.2,38.3,-51,5.371428571,4.947368421,6.828571429,6.289473684,0,0,0,0
2008,Winnipeg Jets,2008Winnipeg Jets,Regular,28,28,82,34,40,8,76,25,0.463,25.8,2.52,3.24,16.1,78.8,25.8,51.8,208.8041667,205,266,2.45,3.18,43.5,2113,2782,25.3,33.3,43.2,2799,3687,33.5,44.1,43.2,3650,4763,43.7,57,43.4,9.7,90.44,100.1,26.7,36.4,37,-61,6.029411765,5.125,7.823529412,6.65,0,0,0,0
